"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Ohio"	"39"	"2015"	"2015"	"Male"	"M"	"40-44 years"	"40-44"	122	354430	34.42
	"Ohio"	"39"	"2015"	"2015"	"Male"	"M"	"45-49 years"	"45-49"	270	377033	71.61
	"Ohio"	"39"	"2015"	"2015"	"Male"	"M"	"50-54 years"	"50-54"	678	412194	164.49
	"Ohio"	"39"	"2015"	"2015"	"Male"	"M"	"55-59 years"	"55-59"	1177	419511	280.56
	"Ohio"	"39"	"2015"	"2015"	"Male"	"M"	"60-64 years "	"60-64"	1607	363143	442.53
	"Ohio"	"39"	"2015"	"2015"	"Male"	"M"	"65-69 years"	"65-69"	1917	293978	652.09
	"Ohio"	"39"	"2015"	"2015"	"Male"	"M"	"70-74 years"	"70-74"	1867	195217	956.37
	"Ohio"	"39"	"2015"	"2015"	"Male"	"M"	"75-79 years"	"75-79"	1825	135463	1347.23
	"Ohio"	"39"	"2015"	"2015"	"Male"	"M"	"80-84 years"	"80-84"	1641	91324	1796.90
	"Ohio"	"39"	"2015"	"2015"	"Male"	"M"	"85+ years"	"85+"	1974	81765	2414.24
	"Ohio"	"39"	"2016"	"2016"	"Female"	"F"	"< 1 year"	"1"	Suppressed	66885	Suppressed
	"Ohio"	"39"	"2016"	"2016"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	272859	Suppressed
	"Ohio"	"39"	"2016"	"2016"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	348975	Suppressed
	"Ohio"	"39"	"2016"	"2016"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	369946	Suppressed
	"Ohio"	"39"	"2016"	"2016"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	385849	Suppressed
	"Ohio"	"39"	"2016"	"2016"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	385481	Suppressed
	"Ohio"	"39"	"2016"	"2016"	"Female"	"F"	"25-29 years"	"25-29"	31	382794	8.10
	"Ohio"	"39"	"2016"	"2016"	"Female"	"F"	"30-34 years"	"30-34"	44	363140	12.12
	"Ohio"	"39"	"2016"	"2016"	"Female"	"F"	"35-39 years"	"35-39"	80	354735	22.55
	"Ohio"	"39"	"2016"	"2016"	"Female"	"F"	"40-44 years"	"40-44"	127	342484	37.08
	"Ohio"	"39"	"2016"	"2016"	"Female"	"F"	"45-49 years"	"45-49"	336	378077	88.87
	"Ohio"	"39"	"2016"	"2016"	"Female"	"F"	"50-54 years"	"50-54"	591	406866	145.26
	"Ohio"	"39"	"2016"	"2016"	"Female"	"F"	"55-59 years"	"55-59"	999	435984	229.14
	"Ohio"	"39"	"2016"	"2016"	"Female"	"F"	"60-64 years "	"60-64"	1297	390802	331.88
	"Ohio"	"39"	"2016"	"2016"	"Female"	"F"	"65-69 years"	"65-69"	1586	340749	465.45
	"Ohio"	"39"	"2016"	"2016"	"Female"	"F"	"70-74 years"	"70-74"	1540	232921	661.17
	"Ohio"	"39"	"2016"	"2016"	"Female"	"F"	"75-79 years"	"75-79"	1635	178545	915.74
	"Ohio"	"39"	"2016"	"2016"	"Female"	"F"	"80-84 years"	"80-84"	1527	134700	1133.63
	"Ohio"	"39"	"2016"	"2016"	"Female"	"F"	"85+ years"	"85+"	2307	168410	1369.87
	"Ohio"	"39"	"2016"	"2016"	"Male"	"M"	"< 1 year"	"1"	Suppressed	70153	Suppressed
	"Ohio"	"39"	"2016"	"2016"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	285738	Suppressed
	"Ohio"	"39"	"2016"	"2016"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	365658	Suppressed
	"Ohio"	"39"	"2016"	"2016"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	386723	Suppressed
	"Ohio"	"39"	"2016"	"2016"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	406779	Suppressed
	"Ohio"	"39"	"2016"	"2016"	"Male"	"M"	"20-24 years"	"20-24"	23	401665	5.73
	"Ohio"	"39"	"2016"	"2016"	"Male"	"M"	"25-29 years"	"25-29"	25	390888	6.40
	"Ohio"	"39"	"2016"	"2016"	"Male"	"M"	"30-34 years"	"30-34"	46	363099	12.67
	"Ohio"	"39"	"2016"	"2016"	"Male"	"M"	"35-39 years"	"35-39"	59	357913	16.48
	"Ohio"	"39"	"2016"	"2016"	"Male"	"M"	"40-44 years"	"40-44"	125	341868	36.56
	"Ohio"	"39"	"2016"	"2016"	"Male"	"M"	"45-49 years"	"45-49"	283	379616	74.55
	"Ohio"	"39"	"2016"	"2016"	"Male"	"M"	"50-54 years"	"50-54"	630	400534	157.29
	"Ohio"	"39"	"2016"	"2016"	"Male"	"M"	"55-59 years"	"55-59"	1163	420058	276.87
	"Ohio"	"39"	"2016"	"2016"	"Male"	"M"	"60-64 years "	"60-64"	1611	371058	434.16
	"Ohio"	"39"	"2016"	"2016"	"Male"	"M"	"65-69 years"	"65-69"	1962	309122	634.70
	"Ohio"	"39"	"2016"	"2016"	"Male"	"M"	"70-74 years"	"70-74"	1924	199038	966.65
	"Ohio"	"39"	"2016"	"2016"	"Male"	"M"	"75-79 years"	"75-79"	1859	138132	1345.81
	"Ohio"	"39"	"2016"	"2016"	"Male"	"M"	"80-84 years"	"80-84"	1560	91703	1701.14
	"Ohio"	"39"	"2016"	"2016"	"Male"	"M"	"85+ years"	"85+"	2070	82715	2502.57
	"Ohio"	"39"	"2017"	"2017"	"Female"	"F"	"< 1 year"	"1"	0	65622	0.00
	"Ohio"	"39"	"2017"	"2017"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	273949	Suppressed
	"Ohio"	"39"	"2017"	"2017"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	345727	Suppressed
	"Ohio"	"39"	"2017"	"2017"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	370917	Suppressed
	"Ohio"	"39"	"2017"	"2017"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	387063	Suppressed
	"Ohio"	"39"	"2017"	"2017"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	379832	Suppressed
	"Ohio"	"39"	"2017"	"2017"	"Female"	"F"	"25-29 years"	"25-29"	Suppressed	390490	Suppressed
	"Ohio"	"39"	"2017"	"2017"	"Female"	"F"	"30-34 years"	"30-34"	47	363828	12.92
	"Ohio"	"39"	"2017"	"2017"	"Female"	"F"	"35-39 years"	"35-39"	79	360598	21.91
	"Ohio"	"39"	"2017"	"2017"	"Female"	"F"	"40-44 years"	"40-44"	172	336633	51.09
	"Ohio"	"39"	"2017"	"2017"	"Female"	"F"	"45-49 years"	"45-49"	301	375856	80.08
	"Ohio"	"39"	"2017"	"2017"	"Female"	"F"	"50-54 years"	"50-54"	572	394359	145.05
	"Ohio"	"39"	"2017"	"2017"	"Female"	"F"	"55-59 years"	"55-59"	953	430071	221.59
	"Ohio"	"39"	"2017"	"2017"	"Female"	"F"	"60-64 years "	"60-64"	1286	399622	321.80
	"Ohio"	"39"	"2017"	"2017"	"Female"	"F"	"65-69 years"	"65-69"	1659	338970	489.42
	"Ohio"	"39"	"2017"	"2017"	"Female"	"F"	"70-74 years"	"70-74"	1693	251973	671.90
	"Ohio"	"39"	"2017"	"2017"	"Female"	"F"	"75-79 years"	"75-79"	1652	183474	900.40
	"Ohio"	"39"	"2017"	"2017"	"Female"	"F"	"80-84 years"	"80-84"	1545	135040	1144.11
	"Ohio"	"39"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	2200	167728	1311.65
	"Ohio"	"39"	"2017"	"2017"	"Male"	"M"	"< 1 year"	"1"	0	69096	0.00
	"Ohio"	"39"	"2017"	"2017"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	286159	Suppressed
	"Ohio"	"39"	"2017"	"2017"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	363242	Suppressed
	"Ohio"	"39"	"2017"	"2017"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	388658	Suppressed
	"Ohio"	"39"	"2017"	"2017"	"Male"	"M"	"15-19 years"	"15-19"	16	407514	3.93
	"Ohio"	"39"	"2017"	"2017"	"Male"	"M"	"20-24 years"	"20-24"	20	396318	5.05
	"Ohio"	"39"	"2017"	"2017"	"Male"	"M"	"25-29 years"	"25-29"	18	398115	4.52
	"Ohio"	"39"	"2017"	"2017"	"Male"	"M"	"30-34 years"	"30-34"	43	366716	11.73
	"Ohio"	"39"	"2017"	"2017"	"Male"	"M"	"35-39 years"	"35-39"	76	364255	20.86
	"Ohio"	"39"	"2017"	"2017"	"Male"	"M"	"40-44 years"	"40-44"	114	337210	33.81
	"Ohio"	"39"	"2017"	"2017"	"Male"	"M"	"45-49 years"	"45-49"	265	378114	70.08
	"Ohio"	"39"	"2017"	"2017"	"Male"	"M"	"50-54 years"	"50-54"	606	390936	155.01
	"Ohio"	"39"	"2017"	"2017"	"Male"	"M"	"55-59 years"	"55-59"	1136	415627	273.32
	"Ohio"	"39"	"2017"	"2017"	"Male"	"M"	"60-64 years "	"60-64"	1731	379331	456.33
	"Ohio"	"39"	"2017"	"2017"	"Male"	"M"	"65-69 years"	"65-69"	1976	308773	639.95
	"Ohio"	"39"	"2017"	"2017"	"Male"	"M"	"70-74 years"	"70-74"	1942	216958	895.10
	"Ohio"	"39"	"2017"	"2017"	"Male"	"M"	"75-79 years"	"75-79"	1814	143020	1268.35
	"Ohio"	"39"	"2017"	"2017"	"Male"	"M"	"80-84 years"	"80-84"	1617	92661	1745.07
	"Ohio"	"39"	"2017"	"2017"	"Male"	"M"	"85+ years"	"85+"	2041	82986	2459.45
	"Ohio"	"39"	"2018"	"2018"	"Female"	"F"	"< 1 year"	"1"	0	66251	0.00
	"Ohio"	"39"	"2018"	"2018"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	272165	Suppressed
	"Ohio"	"39"	"2018"	"2018"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	344563	Suppressed
	"Ohio"	"39"	"2018"	"2018"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	371478	Suppressed
	"Ohio"	"39"	"2018"	"2018"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	385560	Suppressed
	"Ohio"	"39"	"2018"	"2018"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	375925	Suppressed
	"Ohio"	"39"	"2018"	"2018"	"Female"	"F"	"25-29 years"	"25-29"	20	392739	5.09
	"Ohio"	"39"	"2018"	"2018"	"Female"	"F"	"30-34 years"	"30-34"	42	366684	11.45
	"Ohio"	"39"	"2018"	"2018"	"Female"	"F"	"35-39 years"	"35-39"	91	365124	24.92
	"Ohio"	"39"	"2018"	"2018"	"Female"	"F"	"40-44 years"	"40-44"	126	336808	37.41
	"Ohio"	"39"	"2018"	"2018"	"Female"	"F"	"45-49 years"	"45-49"	267	370516	72.06
	"Ohio"	"39"	"2018"	"2018"	"Female"	"F"	"50-54 years"	"50-54"	536	381831	140.38
	"Ohio"	"39"	"2018"	"2018"	"Female"	"F"	"55-59 years"	"55-59"	904	422311	214.06
	"Ohio"	"39"	"2018"	"2018"	"Female"	"F"	"60-64 years "	"60-64"	1324	407397	324.99
	"Ohio"	"39"	"2018"	"2018"	"Female"	"F"	"65-69 years"	"65-69"	1528	342480	446.16
	"Ohio"	"39"	"2018"	"2018"	"Female"	"F"	"70-74 years"	"70-74"	1632	262493	621.73
	"Ohio"	"39"	"2018"	"2018"	"Female"	"F"	"75-79 years"	"75-79"	1643	191131	859.62
	"Ohio"	"39"	"2018"	"2018"	"Female"	"F"	"80-84 years"	"80-84"	1487	137473	1081.67
	"Ohio"	"39"	"2018"	"2018"	"Female"	"F"	"85+ years"	"85+"	2127	166364	1278.52
	"Ohio"	"39"	"2018"	"2018"	"Male"	"M"	"< 1 year"	"1"	0	68485	0.00
	"Ohio"	"39"	"2018"	"2018"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	285330	Suppressed
	"Ohio"	"39"	"2018"	"2018"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	361693	Suppressed
	"Ohio"	"39"	"2018"	"2018"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	389469	Suppressed
	"Ohio"	"39"	"2018"	"2018"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	405458	Suppressed
	"Ohio"	"39"	"2018"	"2018"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	392466	Suppressed
	"Ohio"	"39"	"2018"	"2018"	"Male"	"M"	"25-29 years"	"25-29"	26	401630	6.47
	"Ohio"	"39"	"2018"	"2018"	"Male"	"M"	"30-34 years"	"30-34"	42	372244	11.28
	"Ohio"	"39"	"2018"	"2018"	"Male"	"M"	"35-39 years"	"35-39"	64	368783	17.35
	"Ohio"	"39"	"2018"	"2018"	"Male"	"M"	"40-44 years"	"40-44"	108	338726	31.88
	"Ohio"	"39"	"2018"	"2018"	"Male"	"M"	"45-49 years"	"45-49"	258	373006	69.17
	"Ohio"	"39"	"2018"	"2018"	"Male"	"M"	"50-54 years"	"50-54"	577	381714	151.16
	"Ohio"	"39"	"2018"	"2018"	"Male"	"M"	"55-59 years"	"55-59"	1093	409663	266.80
	"Ohio"	"39"	"2018"	"2018"	"Male"	"M"	"60-64 years "	"60-64"	1659	386605	429.12
	"Ohio"	"39"	"2018"	"2018"	"Male"	"M"	"65-69 years"	"65-69"	2015	313605	642.53
	"Ohio"	"39"	"2018"	"2018"	"Male"	"M"	"70-74 years"	"70-74"	1980	227252	871.28
	"Ohio"	"39"	"2018"	"2018"	"Male"	"M"	"75-79 years"	"75-79"	1899	149745	1268.16
	"Ohio"	"39"	"2018"	"2018"	"Male"	"M"	"80-84 years"	"80-84"	1690	94824	1782.25
	"Ohio"	"39"	"2018"	"2018"	"Male"	"M"	"85+ years"	"85+"	1940	82462	2352.60
	"Ohio"	"39"	"2019"	"2019"	"Female"	"F"	"< 1 year"	"1"	0	64571	0.00
	"Ohio"	"39"	"2019"	"2019"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	271160	Suppressed
	"Ohio"	"39"	"2019"	"2019"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	344449	Suppressed
	"Ohio"	"39"	"2019"	"2019"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	370430	Suppressed
	"Ohio"	"39"	"2019"	"2019"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	385383	Suppressed
	"Ohio"	"39"	"2019"	"2019"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	373602	Suppressed
	"Ohio"	"39"	"2019"	"2019"	"Female"	"F"	"25-29 years"	"25-29"	21	390091	5.38
	"Ohio"	"39"	"2019"	"2019"	"Female"	"F"	"30-34 years"	"30-34"	48	374094	12.83
	"Ohio"	"39"	"2019"	"2019"	"Female"	"F"	"35-39 years"	"35-39"	97	366239	26.49
	"Ohio"	"39"	"2019"	"2019"	"Female"	"F"	"40-44 years"	"40-44"	128	340656	37.57
	"Ohio"	"39"	"2019"	"2019"	"Female"	"F"	"45-49 years"	"45-49"	278	361266	76.95
	"Ohio"	"39"	"2019"	"2019"	"Female"	"F"	"50-54 years"	"50-54"	481	372170	129.24
	"Ohio"	"39"	"2019"	"2019"	"Female"	"F"	"55-59 years"	"55-59"	886	415257	213.36
	"Ohio"	"39"	"2019"	"2019"	"Female"	"F"	"60-64 years "	"60-64"	1334	410703	324.81
	"Ohio"	"39"	"2019"	"2019"	"Female"	"F"	"65-69 years"	"65-69"	1513	348501	434.15
	"Ohio"	"39"	"2019"	"2019"	"Female"	"F"	"70-74 years"	"70-74"	1750	277077	631.59
	"Ohio"	"39"	"2019"	"2019"	"Female"	"F"	"75-79 years"	"75-79"	1685	195188	863.27
	"Ohio"	"39"	"2019"	"2019"	"Female"	"F"	"80-84 years"	"80-84"	1536	139937	1097.64
	"Ohio"	"39"	"2019"	"2019"	"Female"	"F"	"85+ years"	"85+"	2163	165504	1306.92
	"Ohio"	"39"	"2019"	"2019"	"Male"	"M"	"< 1 year"	"1"	0	67375	0.00
	"Ohio"	"39"	"2019"	"2019"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	283375	Suppressed
	"Ohio"	"39"	"2019"	"2019"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	362462	Suppressed
	"Ohio"	"39"	"2019"	"2019"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	387871	Suppressed
	"Ohio"	"39"	"2019"	"2019"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	405179	Suppressed
	"Ohio"	"39"	"2019"	"2019"	"Male"	"M"	"20-24 years"	"20-24"	18	390961	4.60
	"Ohio"	"39"	"2019"	"2019"	"Male"	"M"	"25-29 years"	"25-29"	26	400384	6.49
	"Ohio"	"39"	"2019"	"2019"	"Male"	"M"	"30-34 years"	"30-34"	36	381917	9.43
	"Ohio"	"39"	"2019"	"2019"	"Male"	"M"	"35-39 years"	"35-39"	65	370606	17.54
	"Ohio"	"39"	"2019"	"2019"	"Male"	"M"	"40-44 years"	"40-44"	104	343818	30.25
	"Ohio"	"39"	"2019"	"2019"	"Male"	"M"	"45-49 years"	"45-49"	258	365004	70.68
	"Ohio"	"39"	"2019"	"2019"	"Male"	"M"	"50-54 years"	"50-54"	487	373807	130.28
	"Ohio"	"39"	"2019"	"2019"	"Male"	"M"	"55-59 years"	"55-59"	1011	405064	249.59
	"Ohio"	"39"	"2019"	"2019"	"Male"	"M"	"60-64 years "	"60-64"	1683	390617	430.86
	"Ohio"	"39"	"2019"	"2019"	"Male"	"M"	"65-69 years"	"65-69"	1891	320007	590.92
	"Ohio"	"39"	"2019"	"2019"	"Male"	"M"	"70-74 years"	"70-74"	2063	240525	857.71
	"Ohio"	"39"	"2019"	"2019"	"Male"	"M"	"75-79 years"	"75-79"	1892	153610	1231.69
	"Ohio"	"39"	"2019"	"2019"	"Male"	"M"	"80-84 years"	"80-84"	1654	97110	1703.22
	"Ohio"	"39"	"2019"	"2019"	"Male"	"M"	"85+ years"	"85+"	1999	82254	2430.28
	"Ohio"	"39"	"2020"	"2020"	"Female"	"F"	"< 1 year"	"1"	Suppressed	64075	Suppressed
	"Ohio"	"39"	"2020"	"2020"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	267978	Suppressed
	"Ohio"	"39"	"2020"	"2020"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	345400	Suppressed
	"Ohio"	"39"	"2020"	"2020"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	367940	Suppressed
	"Ohio"	"39"	"2020"	"2020"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	380748	Suppressed
	"Ohio"	"39"	"2020"	"2020"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	374989	Suppressed
	"Ohio"	"39"	"2020"	"2020"	"Female"	"F"	"25-29 years"	"25-29"	20	383533	5.21
	"Ohio"	"39"	"2020"	"2020"	"Female"	"F"	"30-34 years"	"30-34"	50	380482	13.14
	"Ohio"	"39"	"2020"	"2020"	"Female"	"F"	"35-39 years"	"35-39"	69	366468	18.83
	"Ohio"	"39"	"2020"	"2020"	"Female"	"F"	"40-44 years"	"40-44"	139	346387	40.13
	"Ohio"	"39"	"2020"	"2020"	"Female"	"F"	"45-49 years"	"45-49"	267	349954	76.30
	"Ohio"	"39"	"2020"	"2020"	"Female"	"F"	"50-54 years"	"50-54"	470	368556	127.52
	"Ohio"	"39"	"2020"	"2020"	"Female"	"F"	"55-59 years"	"55-59"	851	406281	209.46
	"Ohio"	"39"	"2020"	"2020"	"Female"	"F"	"60-64 years "	"60-64"	1307	410825	318.14
	"Ohio"	"39"	"2020"	"2020"	"Female"	"F"	"65-69 years"	"65-69"	1509	356742	422.99
	"Ohio"	"39"	"2020"	"2020"	"Female"	"F"	"70-74 years"	"70-74"	1718	292307	587.74
	"Ohio"	"39"	"2020"	"2020"	"Female"	"F"	"75-79 years"	"75-79"	1604	197609	811.70
	"Ohio"	"39"	"2020"	"2020"	"Female"	"F"	"80-84 years"	"80-84"	1499	141214	1061.51
	"Ohio"	"39"	"2020"	"2020"	"Female"	"F"	"85+ years"	"85+"	2091	165636	1262.41
	"Ohio"	"39"	"2020"	"2020"	"Male"	"M"	"< 1 year"	"1"	0	66965	0.00
	"Ohio"	"39"	"2020"	"2020"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	279631	Suppressed
	"Ohio"	"39"	"2020"	"2020"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	363121	Suppressed
	"Ohio"	"39"	"2020"	"2020"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	385969	Suppressed
	"Ohio"	"39"	"2020"	"2020"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	399673	Suppressed
	"Ohio"	"39"	"2020"	"2020"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	392180	Suppressed
	"Ohio"	"39"	"2020"	"2020"	"Male"	"M"	"25-29 years"	"25-29"	22	396434	5.55
	"Ohio"	"39"	"2020"	"2020"	"Male"	"M"	"30-34 years"	"30-34"	33	388727	8.49
	"Ohio"	"39"	"2020"	"2020"	"Male"	"M"	"35-39 years"	"35-39"	64	371159	17.24
	"Ohio"	"39"	"2020"	"2020"	"Male"	"M"	"40-44 years"	"40-44"	129	350548	36.80
	"Ohio"	"39"	"2020"	"2020"	"Male"	"M"	"45-49 years"	"45-49"	243	354100	68.62
	"Ohio"	"39"	"2020"	"2020"	"Male"	"M"	"50-54 years"	"50-54"	443	372140	119.04
	"Ohio"	"39"	"2020"	"2020"	"Male"	"M"	"55-59 years"	"55-59"	992	397269	249.70
	"Ohio"	"39"	"2020"	"2020"	"Male"	"M"	"60-64 years "	"60-64"	1646	391886	420.02
	"Ohio"	"39"	"2020"	"2020"	"Male"	"M"	"65-69 years"	"65-69"	1979	328034	603.29
	"Ohio"	"39"	"2020"	"2020"	"Male"	"M"	"70-74 years"	"70-74"	2153	254622	845.57
	"Ohio"	"39"	"2020"	"2020"	"Male"	"M"	"75-79 years"	"75-79"	1908	156871	1216.29
	"Ohio"	"39"	"2020"	"2020"	"Male"	"M"	"80-84 years"	"80-84"	1572	98113	1602.23
	"Ohio"	"39"	"2020"	"2020"	"Male"	"M"	"85+ years"	"85+"	2005	82951	2417.09
	"Ohio"	"39"	"2021"	"2021"	"Female"	"F"	"< 1 year"	"1"	Suppressed	61935	Suppressed
	"Ohio"	"39"	"2021"	"2021"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	264584	Suppressed
	"Ohio"	"39"	"2021"	"2021"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	346768	Suppressed
	"Ohio"	"39"	"2021"	"2021"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	362317	Suppressed
	"Ohio"	"39"	"2021"	"2021"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	364935	Suppressed
	"Ohio"	"39"	"2021"	"2021"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	378364	Suppressed
	"Ohio"	"39"	"2021"	"2021"	"Female"	"F"	"25-29 years"	"25-29"	32	377493	8.48
	"Ohio"	"39"	"2021"	"2021"	"Female"	"F"	"30-34 years"	"30-34"	42	387196	10.85
	"Ohio"	"39"	"2021"	"2021"	"Female"	"F"	"35-39 years"	"35-39"	84	366995	22.89
	"Ohio"	"39"	"2021"	"2021"	"Female"	"F"	"40-44 years"	"40-44"	142	353788	40.14
	"Ohio"	"39"	"2021"	"2021"	"Female"	"F"	"45-49 years"	"45-49"	250	336690	74.25
	"Ohio"	"39"	"2021"	"2021"	"Female"	"F"	"50-54 years"	"50-54"	483	369820	130.60
	"Ohio"	"39"	"2021"	"2021"	"Female"	"F"	"55-59 years"	"55-59"	786	393336	199.83
	"Ohio"	"39"	"2021"	"2021"	"Female"	"F"	"60-64 years "	"60-64"	1355	410932	329.74
	"Ohio"	"39"	"2021"	"2021"	"Female"	"F"	"65-69 years"	"65-69"	1571	363121	432.64
	"Ohio"	"39"	"2021"	"2021"	"Female"	"F"	"70-74 years"	"70-74"	1768	307737	574.52
	"Ohio"	"39"	"2021"	"2021"	"Female"	"F"	"75-79 years"	"75-79"	1645	199257	825.57
	"Ohio"	"39"	"2021"	"2021"	"Female"	"F"	"80-84 years"	"80-84"	1408	142513	987.98
	"Ohio"	"39"	"2021"	"2021"	"Female"	"F"	"85+ years"	"85+"	2140	162468	1317.18
	"Ohio"	"39"	"2021"	"2021"	"Male"	"M"	"< 1 year"	"1"	Suppressed	65458	Suppressed
	"Ohio"	"39"	"2021"	"2021"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	275958	Suppressed
	"Ohio"	"39"	"2021"	"2021"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	363700	Suppressed
	"Ohio"	"39"	"2021"	"2021"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	381334	Suppressed
	"Ohio"	"39"	"2021"	"2021"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	385348	Suppressed
	"Ohio"	"39"	"2021"	"2021"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	394157	Suppressed
	"Ohio"	"39"	"2021"	"2021"	"Male"	"M"	"25-29 years"	"25-29"	23	392511	5.86
	"Ohio"	"39"	"2021"	"2021"	"Male"	"M"	"30-34 years"	"30-34"	51	394330	12.93
	"Ohio"	"39"	"2021"	"2021"	"Male"	"M"	"35-39 years"	"35-39"	78	372024	20.97
	"Ohio"	"39"	"2021"	"2021"	"Male"	"M"	"40-44 years"	"40-44"	127	358185	35.46
	"Ohio"	"39"	"2021"	"2021"	"Male"	"M"	"45-49 years"	"45-49"	197	339733	57.99
	"Ohio"	"39"	"2021"	"2021"	"Male"	"M"	"50-54 years"	"50-54"	445	374030	118.97
	"Ohio"	"39"	"2021"	"2021"	"Male"	"M"	"55-59 years"	"55-59"	999	385333	259.26
	"Ohio"	"39"	"2021"	"2021"	"Male"	"M"	"60-64 years "	"60-64"	1598	391546	408.13
	"Ohio"	"39"	"2021"	"2021"	"Male"	"M"	"65-69 years"	"65-69"	2020	333772	605.20
	"Ohio"	"39"	"2021"	"2021"	"Male"	"M"	"70-74 years"	"70-74"	2256	267210	844.28
	"Ohio"	"39"	"2021"	"2021"	"Male"	"M"	"75-79 years"	"75-79"	1863	158946	1172.10
	"Ohio"	"39"	"2021"	"2021"	"Male"	"M"	"80-84 years"	"80-84"	1656	98790	1676.28
	"Ohio"	"39"	"2021"	"2021"	"Male"	"M"	"85+ years"	"85+"	1979	81728	2421.45
	"Oklahoma"	"40"	"1999"	"1999"	"Female"	"F"	"< 1 year"	"1"	Suppressed	22969	Suppressed
	"Oklahoma"	"40"	"1999"	"1999"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	90811	Suppressed
	"Oklahoma"	"40"	"1999"	"1999"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	120666	Suppressed
	"Oklahoma"	"40"	"1999"	"1999"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	123556	Suppressed
	"Oklahoma"	"40"	"1999"	"1999"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	130625	Suppressed
	"Oklahoma"	"40"	"1999"	"1999"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	118049	Suppressed
	"Oklahoma"	"40"	"1999"	"1999"	"Female"	"F"	"25-29 years"	"25-29"	Suppressed	112856	Suppressed
	"Oklahoma"	"40"	"1999"	"1999"	"Female"	"F"	"30-34 years"	"30-34"	18	109939	16.37
	"Oklahoma"	"40"	"1999"	"1999"	"Female"	"F"	"35-39 years"	"35-39"	41	132401	30.97
	"Oklahoma"	"40"	"1999"	"1999"	"Female"	"F"	"40-44 years"	"40-44"	75	132261	56.71
