"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	"Age Groups"	"Age Groups Code"	Count	Population	Crude Rate
	"West Virginia"	"54"	"2000"	"2000"	"Male"	"M"	"25-29 years"	"25-29"	27	56283	47.97
	"West Virginia"	"54"	"2000"	"2000"	"Male"	"M"	"30-34 years"	"30-34"	36	57348	62.77
	"West Virginia"	"54"	"2000"	"2000"	"Male"	"M"	"35-39 years"	"35-39"	62	62956	98.48
	"West Virginia"	"54"	"2000"	"2000"	"Male"	"M"	"40-44 years"	"40-44"	136	70014	194.25
	"West Virginia"	"54"	"2000"	"2000"	"Male"	"M"	"45-49 years"	"45-49"	223	70365	316.92
	"West Virginia"	"54"	"2000"	"2000"	"Male"	"M"	"50-54 years"	"50-54"	383	65110	588.24
	"West Virginia"	"54"	"2000"	"2000"	"Male"	"M"	"55-59 years"	"55-59"	505	48878	1033.18
	"West Virginia"	"54"	"2000"	"2000"	"Male"	"M"	"60-64 years "	"60-64"	640	41282	1550.31
	"West Virginia"	"54"	"2000"	"2000"	"Male"	"M"	"65-69 years"	"65-69"	829	34479	2404.36
	"West Virginia"	"54"	"2000"	"2000"	"Male"	"M"	"70-74 years"	"70-74"	981	31861	3079.00
	"West Virginia"	"54"	"2000"	"2000"	"Male"	"M"	"75-79 years"	"75-79"	802	23976	3345.01
	"West Virginia"	"54"	"2000"	"2000"	"Male"	"M"	"80-84 years"	"80-84"	450	13445	3346.97
	"West Virginia"	"54"	"2000"	"2000"	"Male"	"M"	"85+ years"	"85+"	342	8942	3824.65
	"West Virginia"	"54"	"2001"	"2001"	"Female"	"F"	"< 1 year"	"1"	Suppressed	10007	Suppressed
	"West Virginia"	"54"	"2001"	"2001"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	39314	Suppressed
	"West Virginia"	"54"	"2001"	"2001"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	52164	Suppressed
	"West Virginia"	"54"	"2001"	"2001"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	56141	Suppressed
	"West Virginia"	"54"	"2001"	"2001"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	59277	Suppressed
	"West Virginia"	"54"	"2001"	"2001"	"Female"	"F"	"20-24 years"	"20-24"	30	60876	49.28
	"West Virginia"	"54"	"2001"	"2001"	"Female"	"F"	"25-29 years"	"25-29"	44	53384	82.42
	"West Virginia"	"54"	"2001"	"2001"	"Female"	"F"	"30-34 years"	"30-34"	79	57762	136.77
	"West Virginia"	"54"	"2001"	"2001"	"Female"	"F"	"35-39 years"	"35-39"	122	63410	192.40
	"West Virginia"	"54"	"2001"	"2001"	"Female"	"F"	"40-44 years"	"40-44"	212	71452	296.70
	"West Virginia"	"54"	"2001"	"2001"	"Female"	"F"	"45-49 years"	"45-49"	333	71519	465.61
	"West Virginia"	"54"	"2001"	"2001"	"Female"	"F"	"50-54 years"	"50-54"	473	68633	689.17
	"West Virginia"	"54"	"2001"	"2001"	"Female"	"F"	"55-59 years"	"55-59"	501	51179	978.92
	"West Virginia"	"54"	"2001"	"2001"	"Female"	"F"	"60-64 years "	"60-64"	523	45114	1159.29
	"West Virginia"	"54"	"2001"	"2001"	"Female"	"F"	"65-69 years"	"65-69"	692	41089	1684.15
	"West Virginia"	"54"	"2001"	"2001"	"Female"	"F"	"70-74 years"	"70-74"	746	39963	1866.73
	"West Virginia"	"54"	"2001"	"2001"	"Female"	"F"	"75-79 years"	"75-79"	722	34842	2072.21
	"West Virginia"	"54"	"2001"	"2001"	"Female"	"F"	"80-84 years"	"80-84"	556	24756	2245.92
	"West Virginia"	"54"	"2001"	"2001"	"Female"	"F"	"85+ years"	"85+"	449	22761	1972.67
	"West Virginia"	"54"	"2001"	"2001"	"Male"	"M"	"< 1 year"	"1"	Suppressed	10536	Suppressed
	"West Virginia"	"54"	"2001"	"2001"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	40839	Suppressed
	"West Virginia"	"54"	"2001"	"2001"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	55419	Suppressed
	"West Virginia"	"54"	"2001"	"2001"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	59494	Suppressed
	"West Virginia"	"54"	"2001"	"2001"	"Male"	"M"	"15-19 years"	"15-19"	19	63148	30.09
	"West Virginia"	"54"	"2001"	"2001"	"Male"	"M"	"20-24 years"	"20-24"	22	62501	35.20
	"West Virginia"	"54"	"2001"	"2001"	"Male"	"M"	"25-29 years"	"25-29"	26	53840	48.29
	"West Virginia"	"54"	"2001"	"2001"	"Male"	"M"	"30-34 years"	"30-34"	31	57486	53.93
	"West Virginia"	"54"	"2001"	"2001"	"Male"	"M"	"35-39 years"	"35-39"	59	61454	96.01
	"West Virginia"	"54"	"2001"	"2001"	"Male"	"M"	"40-44 years"	"40-44"	135	69072	195.45
	"West Virginia"	"54"	"2001"	"2001"	"Male"	"M"	"45-49 years"	"45-49"	217	70059	309.74
	"West Virginia"	"54"	"2001"	"2001"	"Male"	"M"	"50-54 years"	"50-54"	439	68658	639.40
	"West Virginia"	"54"	"2001"	"2001"	"Male"	"M"	"55-59 years"	"55-59"	513	49790	1030.33
	"West Virginia"	"54"	"2001"	"2001"	"Male"	"M"	"60-64 years "	"60-64"	687	42050	1633.77
	"West Virginia"	"54"	"2001"	"2001"	"Male"	"M"	"65-69 years"	"65-69"	827	34964	2365.29
	"West Virginia"	"54"	"2001"	"2001"	"Male"	"M"	"70-74 years"	"70-74"	1017	31515	3227.03
	"West Virginia"	"54"	"2001"	"2001"	"Male"	"M"	"75-79 years"	"75-79"	931	24241	3840.60
	"West Virginia"	"54"	"2001"	"2001"	"Male"	"M"	"80-84 years"	"80-84"	477	13826	3450.02
	"West Virginia"	"54"	"2001"	"2001"	"Male"	"M"	"85+ years"	"85+"	317	8946	3543.48
	"West Virginia"	"54"	"2002"	"2002"	"Female"	"F"	"< 1 year"	"1"	Suppressed	10036	Suppressed
	"West Virginia"	"54"	"2002"	"2002"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	39599	Suppressed
	"West Virginia"	"54"	"2002"	"2002"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	50879	Suppressed
	"West Virginia"	"54"	"2002"	"2002"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	56334	Suppressed
	"West Virginia"	"54"	"2002"	"2002"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	58307	Suppressed
	"West Virginia"	"54"	"2002"	"2002"	"Female"	"F"	"20-24 years"	"20-24"	22	61800	35.60
	"West Virginia"	"54"	"2002"	"2002"	"Female"	"F"	"25-29 years"	"25-29"	33	52340	63.05
	"West Virginia"	"54"	"2002"	"2002"	"Female"	"F"	"30-34 years"	"30-34"	73	57884	126.11
	"West Virginia"	"54"	"2002"	"2002"	"Female"	"F"	"35-39 years"	"35-39"	114	61714	184.72
	"West Virginia"	"54"	"2002"	"2002"	"Female"	"F"	"40-44 years"	"40-44"	226	69839	323.60
	"West Virginia"	"54"	"2002"	"2002"	"Female"	"F"	"45-49 years"	"45-49"	332	72186	459.92
	"West Virginia"	"54"	"2002"	"2002"	"Female"	"F"	"50-54 years"	"50-54"	496	68589	723.15
	"West Virginia"	"54"	"2002"	"2002"	"Female"	"F"	"55-59 years"	"55-59"	504	55231	912.53
	"West Virginia"	"54"	"2002"	"2002"	"Female"	"F"	"60-64 years "	"60-64"	548	46044	1190.17
	"West Virginia"	"54"	"2002"	"2002"	"Female"	"F"	"65-69 years"	"65-69"	623	41275	1509.39
	"West Virginia"	"54"	"2002"	"2002"	"Female"	"F"	"70-74 years"	"70-74"	739	39339	1878.54
	"West Virginia"	"54"	"2002"	"2002"	"Female"	"F"	"75-79 years"	"75-79"	749	34585	2165.68
	"West Virginia"	"54"	"2002"	"2002"	"Female"	"F"	"80-84 years"	"80-84"	545	25231	2160.04
	"West Virginia"	"54"	"2002"	"2002"	"Female"	"F"	"85+ years"	"85+"	425	22629	1878.12
	"West Virginia"	"54"	"2002"	"2002"	"Male"	"M"	"< 1 year"	"1"	Suppressed	10622	Suppressed
	"West Virginia"	"54"	"2002"	"2002"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	41257	Suppressed
	"West Virginia"	"54"	"2002"	"2002"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	54349	Suppressed
	"West Virginia"	"54"	"2002"	"2002"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	59472	Suppressed
	"West Virginia"	"54"	"2002"	"2002"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	62523	Suppressed
	"West Virginia"	"54"	"2002"	"2002"	"Male"	"M"	"20-24 years"	"20-24"	17	62991	26.99
	"West Virginia"	"54"	"2002"	"2002"	"Male"	"M"	"25-29 years"	"25-29"	32	53657	59.64
	"West Virginia"	"54"	"2002"	"2002"	"Male"	"M"	"30-34 years"	"30-34"	42	58038	72.37
	"West Virginia"	"54"	"2002"	"2002"	"Male"	"M"	"35-39 years"	"35-39"	65	60339	107.72
	"West Virginia"	"54"	"2002"	"2002"	"Male"	"M"	"40-44 years"	"40-44"	116	67613	171.56
	"West Virginia"	"54"	"2002"	"2002"	"Male"	"M"	"45-49 years"	"45-49"	218	70205	310.52
	"West Virginia"	"54"	"2002"	"2002"	"Male"	"M"	"50-54 years"	"50-54"	404	68439	590.31
	"West Virginia"	"54"	"2002"	"2002"	"Male"	"M"	"55-59 years"	"55-59"	617	54146	1139.51
	"West Virginia"	"54"	"2002"	"2002"	"Male"	"M"	"60-64 years "	"60-64"	678	43453	1560.31
	"West Virginia"	"54"	"2002"	"2002"	"Male"	"M"	"65-69 years"	"65-69"	832	35473	2345.45
	"West Virginia"	"54"	"2002"	"2002"	"Male"	"M"	"70-74 years"	"70-74"	915	30971	2954.38
	"West Virginia"	"54"	"2002"	"2002"	"Male"	"M"	"75-79 years"	"75-79"	841	24660	3410.38
	"West Virginia"	"54"	"2002"	"2002"	"Male"	"M"	"80-84 years"	"80-84"	502	14432	3478.38
	"West Virginia"	"54"	"2002"	"2002"	"Male"	"M"	"85+ years"	"85+"	301	8933	3369.53
	"West Virginia"	"54"	"2003"	"2003"	"Female"	"F"	"< 1 year"	"1"	Suppressed	10225	Suppressed
	"West Virginia"	"54"	"2003"	"2003"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	40045	Suppressed
	"West Virginia"	"54"	"2003"	"2003"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	50337	Suppressed
	"West Virginia"	"54"	"2003"	"2003"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	56382	Suppressed
	"West Virginia"	"54"	"2003"	"2003"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	57528	Suppressed
	"West Virginia"	"54"	"2003"	"2003"	"Female"	"F"	"20-24 years"	"20-24"	26	61904	42.00
	"West Virginia"	"54"	"2003"	"2003"	"Female"	"F"	"25-29 years"	"25-29"	40	52254	76.55
	"West Virginia"	"54"	"2003"	"2003"	"Female"	"F"	"30-34 years"	"30-34"	71	58212	121.97
	"West Virginia"	"54"	"2003"	"2003"	"Female"	"F"	"35-39 years"	"35-39"	126	60014	209.95
	"West Virginia"	"54"	"2003"	"2003"	"Female"	"F"	"40-44 years"	"40-44"	248	68635	361.33
	"West Virginia"	"54"	"2003"	"2003"	"Female"	"F"	"45-49 years"	"45-49"	345	72278	477.32
	"West Virginia"	"54"	"2003"	"2003"	"Female"	"F"	"50-54 years"	"50-54"	438	69484	630.36
	"West Virginia"	"54"	"2003"	"2003"	"Female"	"F"	"55-59 years"	"55-59"	540	57738	935.26
	"West Virginia"	"54"	"2003"	"2003"	"Female"	"F"	"60-64 years "	"60-64"	568	47651	1192.00
	"West Virginia"	"54"	"2003"	"2003"	"Female"	"F"	"65-69 years"	"65-69"	609	41872	1454.43
	"West Virginia"	"54"	"2003"	"2003"	"Female"	"F"	"70-74 years"	"70-74"	698	38559	1810.21
	"West Virginia"	"54"	"2003"	"2003"	"Female"	"F"	"75-79 years"	"75-79"	685	34679	1975.26
	"West Virginia"	"54"	"2003"	"2003"	"Female"	"F"	"80-84 years"	"80-84"	542	25412	2132.85
	"West Virginia"	"54"	"2003"	"2003"	"Female"	"F"	"85+ years"	"85+"	436	22626	1926.99
	"West Virginia"	"54"	"2003"	"2003"	"Male"	"M"	"< 1 year"	"1"	Suppressed	10597	Suppressed
	"West Virginia"	"54"	"2003"	"2003"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	41545	Suppressed
	"West Virginia"	"54"	"2003"	"2003"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	53783	Suppressed
	"West Virginia"	"54"	"2003"	"2003"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	59418	Suppressed
	"West Virginia"	"54"	"2003"	"2003"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	61837	Suppressed
	"West Virginia"	"54"	"2003"	"2003"	"Male"	"M"	"20-24 years"	"20-24"	19	63781	29.79
	"West Virginia"	"54"	"2003"	"2003"	"Male"	"M"	"25-29 years"	"25-29"	25	53625	46.62
	"West Virginia"	"54"	"2003"	"2003"	"Male"	"M"	"30-34 years"	"30-34"	50	58286	85.78
	"West Virginia"	"54"	"2003"	"2003"	"Male"	"M"	"35-39 years"	"35-39"	55	59654	92.20
	"West Virginia"	"54"	"2003"	"2003"	"Male"	"M"	"40-44 years"	"40-44"	108	66058	163.49
	"West Virginia"	"54"	"2003"	"2003"	"Male"	"M"	"45-49 years"	"45-49"	226	70720	319.57
	"West Virginia"	"54"	"2003"	"2003"	"Male"	"M"	"50-54 years"	"50-54"	379	69052	548.86
	"West Virginia"	"54"	"2003"	"2003"	"Male"	"M"	"55-59 years"	"55-59"	557	56766	981.22
	"West Virginia"	"54"	"2003"	"2003"	"Male"	"M"	"60-64 years "	"60-64"	704	45261	1555.42
	"West Virginia"	"54"	"2003"	"2003"	"Male"	"M"	"65-69 years"	"65-69"	810	36838	2198.82
	"West Virginia"	"54"	"2003"	"2003"	"Male"	"M"	"70-74 years"	"70-74"	804	30188	2663.31
	"West Virginia"	"54"	"2003"	"2003"	"Male"	"M"	"75-79 years"	"75-79"	824	25244	3264.14
	"West Virginia"	"54"	"2003"	"2003"	"Male"	"M"	"80-84 years"	"80-84"	533	14830	3594.07
	"West Virginia"	"54"	"2003"	"2003"	"Male"	"M"	"85+ years"	"85+"	303	8977	3375.29
	"West Virginia"	"54"	"2004"	"2004"	"Female"	"F"	"< 1 year"	"1"	Suppressed	10397	Suppressed
	"West Virginia"	"54"	"2004"	"2004"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	40160	Suppressed
	"West Virginia"	"54"	"2004"	"2004"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	50438	Suppressed
	"West Virginia"	"54"	"2004"	"2004"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	56012	Suppressed
	"West Virginia"	"54"	"2004"	"2004"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	57625	Suppressed
	"West Virginia"	"54"	"2004"	"2004"	"Female"	"F"	"20-24 years"	"20-24"	19	61228	31.03
	"West Virginia"	"54"	"2004"	"2004"	"Female"	"F"	"25-29 years"	"25-29"	44	52732	83.44
	"West Virginia"	"54"	"2004"	"2004"	"Female"	"F"	"30-34 years"	"30-34"	73	57411	127.15
	"West Virginia"	"54"	"2004"	"2004"	"Female"	"F"	"35-39 years"	"35-39"	114	58849	193.72
	"West Virginia"	"54"	"2004"	"2004"	"Female"	"F"	"40-44 years"	"40-44"	253	67326	375.78
	"West Virginia"	"54"	"2004"	"2004"	"Female"	"F"	"45-49 years"	"45-49"	372	72453	513.44
	"West Virginia"	"54"	"2004"	"2004"	"Female"	"F"	"50-54 years"	"50-54"	478	69969	683.16
	"West Virginia"	"54"	"2004"	"2004"	"Female"	"F"	"55-59 years"	"55-59"	564	61254	920.76
	"West Virginia"	"54"	"2004"	"2004"	"Female"	"F"	"60-64 years "	"60-64"	625	48459	1289.75
	"West Virginia"	"54"	"2004"	"2004"	"Female"	"F"	"65-69 years"	"65-69"	600	42748	1403.57
	"West Virginia"	"54"	"2004"	"2004"	"Female"	"F"	"70-74 years"	"70-74"	683	37502	1821.24
	"West Virginia"	"54"	"2004"	"2004"	"Female"	"F"	"75-79 years"	"75-79"	677	34220	1978.38
	"West Virginia"	"54"	"2004"	"2004"	"Female"	"F"	"80-84 years"	"80-84"	534	25680	2079.44
	"West Virginia"	"54"	"2004"	"2004"	"Female"	"F"	"85+ years"	"85+"	457	22564	2025.35
	"West Virginia"	"54"	"2004"	"2004"	"Male"	"M"	"< 1 year"	"1"	Suppressed	10940	Suppressed
	"West Virginia"	"54"	"2004"	"2004"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	42079	Suppressed
	"West Virginia"	"54"	"2004"	"2004"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	53103	Suppressed
	"West Virginia"	"54"	"2004"	"2004"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	59091	Suppressed
	"West Virginia"	"54"	"2004"	"2004"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	61710	Suppressed
	"West Virginia"	"54"	"2004"	"2004"	"Male"	"M"	"20-24 years"	"20-24"	26	62740	41.44
	"West Virginia"	"54"	"2004"	"2004"	"Male"	"M"	"25-29 years"	"25-29"	34	54209	62.72
	"West Virginia"	"54"	"2004"	"2004"	"Male"	"M"	"30-34 years"	"30-34"	32	57504	55.65
	"West Virginia"	"54"	"2004"	"2004"	"Male"	"M"	"35-39 years"	"35-39"	59	58965	100.06
	"West Virginia"	"54"	"2004"	"2004"	"Male"	"M"	"40-44 years"	"40-44"	112	65381	171.30
	"West Virginia"	"54"	"2004"	"2004"	"Male"	"M"	"45-49 years"	"45-49"	218	70383	309.73
	"West Virginia"	"54"	"2004"	"2004"	"Male"	"M"	"50-54 years"	"50-54"	383	69314	552.56
	"West Virginia"	"54"	"2004"	"2004"	"Male"	"M"	"55-59 years"	"55-59"	588	60522	971.55
	"West Virginia"	"54"	"2004"	"2004"	"Male"	"M"	"60-64 years "	"60-64"	690	46243	1492.12
	"West Virginia"	"54"	"2004"	"2004"	"Male"	"M"	"65-69 years"	"65-69"	858	38133	2250.02
	"West Virginia"	"54"	"2004"	"2004"	"Male"	"M"	"70-74 years"	"70-74"	825	29765	2771.71
	"West Virginia"	"54"	"2004"	"2004"	"Male"	"M"	"75-79 years"	"75-79"	847	24795	3416.01
	"West Virginia"	"54"	"2004"	"2004"	"Male"	"M"	"80-84 years"	"80-84"	536	15405	3479.39
	"West Virginia"	"54"	"2004"	"2004"	"Male"	"M"	"85+ years"	"85+"	326	9129	3571.04
	"West Virginia"	"54"	"2005"	"2005"	"Female"	"F"	"< 1 year"	"1"	Suppressed	10086	Suppressed
	"West Virginia"	"54"	"2005"	"2005"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	40345	Suppressed
	"West Virginia"	"54"	"2005"	"2005"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	50681	Suppressed
	"West Virginia"	"54"	"2005"	"2005"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	54893	Suppressed
	"West Virginia"	"54"	"2005"	"2005"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	58066	Suppressed
	"West Virginia"	"54"	"2005"	"2005"	"Female"	"F"	"20-24 years"	"20-24"	30	59561	50.37
	"West Virginia"	"54"	"2005"	"2005"	"Female"	"F"	"25-29 years"	"25-29"	33	53760	61.38
	"West Virginia"	"54"	"2005"	"2005"	"Female"	"F"	"30-34 years"	"30-34"	65	56708	114.62
	"West Virginia"	"54"	"2005"	"2005"	"Female"	"F"	"35-39 years"	"35-39"	127	58212	218.17
	"West Virginia"	"54"	"2005"	"2005"	"Female"	"F"	"40-44 years"	"40-44"	251	65938	380.66
	"West Virginia"	"54"	"2005"	"2005"	"Female"	"F"	"45-49 years"	"45-49"	383	71970	532.17
	"West Virginia"	"54"	"2005"	"2005"	"Female"	"F"	"50-54 years"	"50-54"	514	70728	726.73
	"West Virginia"	"54"	"2005"	"2005"	"Female"	"F"	"55-59 years"	"55-59"	593	64636	917.45
	"West Virginia"	"54"	"2005"	"2005"	"Female"	"F"	"60-64 years "	"60-64"	607	49424	1228.15
	"West Virginia"	"54"	"2005"	"2005"	"Female"	"F"	"65-69 years"	"65-69"	661	42703	1547.90
	"West Virginia"	"54"	"2005"	"2005"	"Female"	"F"	"70-74 years"	"70-74"	651	37274	1746.53
	"West Virginia"	"54"	"2005"	"2005"	"Female"	"F"	"75-79 years"	"75-79"	743	34118	2177.74
	"West Virginia"	"54"	"2005"	"2005"	"Female"	"F"	"80-84 years"	"80-84"	555	25912	2141.86
	"West Virginia"	"54"	"2005"	"2005"	"Female"	"F"	"85+ years"	"85+"	429	22675	1891.95
	"West Virginia"	"54"	"2005"	"2005"	"Male"	"M"	"< 1 year"	"1"	Suppressed	10663	Suppressed
	"West Virginia"	"54"	"2005"	"2005"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	42544	Suppressed
	"West Virginia"	"54"	"2005"	"2005"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	52714	Suppressed
	"West Virginia"	"54"	"2005"	"2005"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	58201	Suppressed
	"West Virginia"	"54"	"2005"	"2005"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	61691	Suppressed
	"West Virginia"	"54"	"2005"	"2005"	"Male"	"M"	"20-24 years"	"20-24"	22	61916	35.53
	"West Virginia"	"54"	"2005"	"2005"	"Male"	"M"	"25-29 years"	"25-29"	45	55134	81.62
	"West Virginia"	"54"	"2005"	"2005"	"Male"	"M"	"30-34 years"	"30-34"	51	57048	89.40
	"West Virginia"	"54"	"2005"	"2005"	"Male"	"M"	"35-39 years"	"35-39"	49	58594	83.63
	"West Virginia"	"54"	"2005"	"2005"	"Male"	"M"	"40-44 years"	"40-44"	109	64465	169.08
	"West Virginia"	"54"	"2005"	"2005"	"Male"	"M"	"45-49 years"	"45-49"	254	70005	362.83
	"West Virginia"	"54"	"2005"	"2005"	"Male"	"M"	"50-54 years"	"50-54"	419	69684	601.29
	"West Virginia"	"54"	"2005"	"2005"	"Male"	"M"	"55-59 years"	"55-59"	660	63914	1032.64
	"West Virginia"	"54"	"2005"	"2005"	"Male"	"M"	"60-64 years "	"60-64"	769	47650	1613.85
	"West Virginia"	"54"	"2005"	"2005"	"Male"	"M"	"65-69 years"	"65-69"	848	38596	2197.12
	"West Virginia"	"54"	"2005"	"2005"	"Male"	"M"	"70-74 years"	"70-74"	828	30018	2758.34
	"West Virginia"	"54"	"2005"	"2005"	"Male"	"M"	"75-79 years"	"75-79"	817	24760	3299.68
	"West Virginia"	"54"	"2005"	"2005"	"Male"	"M"	"80-84 years"	"80-84"	523	15924	3284.35
	"West Virginia"	"54"	"2005"	"2005"	"Male"	"M"	"85+ years"	"85+"	335	9281	3609.52
	"West Virginia"	"54"	"2006"	"2006"	"Female"	"F"	"< 1 year"	"1"	Suppressed	10397	Suppressed
	"West Virginia"	"54"	"2006"	"2006"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	40111	Suppressed
	"West Virginia"	"54"	"2006"	"2006"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	50745	Suppressed
	"West Virginia"	"54"	"2006"	"2006"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	54372	Suppressed
	"West Virginia"	"54"	"2006"	"2006"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	58551	Suppressed
	"West Virginia"	"54"	"2006"	"2006"	"Female"	"F"	"20-24 years"	"20-24"	28	58332	48.00
	"West Virginia"	"54"	"2006"	"2006"	"Female"	"F"	"25-29 years"	"25-29"	35	55114	63.50
	"West Virginia"	"54"	"2006"	"2006"	"Female"	"F"	"30-34 years"	"30-34"	68	54880	123.91
	"West Virginia"	"54"	"2006"	"2006"	"Female"	"F"	"35-39 years"	"35-39"	131	58964	222.17
	"West Virginia"	"54"	"2006"	"2006"	"Female"	"F"	"40-44 years"	"40-44"	245	64139	381.98
	"West Virginia"	"54"	"2006"	"2006"	"Female"	"F"	"45-49 years"	"45-49"	349	71550	487.77
	"West Virginia"	"54"	"2006"	"2006"	"Female"	"F"	"50-54 years"	"50-54"	512	71205	719.05
	"West Virginia"	"54"	"2006"	"2006"	"Female"	"F"	"55-59 years"	"55-59"	630	68384	921.27
	"West Virginia"	"54"	"2006"	"2006"	"Female"	"F"	"60-64 years "	"60-64"	604	50371	1199.10
	"West Virginia"	"54"	"2006"	"2006"	"Female"	"F"	"65-69 years"	"65-69"	623	43133	1444.37
	"West Virginia"	"54"	"2006"	"2006"	"Female"	"F"	"70-74 years"	"70-74"	676	37350	1809.91
	"West Virginia"	"54"	"2006"	"2006"	"Female"	"F"	"75-79 years"	"75-79"	699	33770	2069.88
	"West Virginia"	"54"	"2006"	"2006"	"Female"	"F"	"80-84 years"	"80-84"	524	26087	2008.66
	"West Virginia"	"54"	"2006"	"2006"	"Female"	"F"	"85+ years"	"85+"	454	23150	1961.12
	"West Virginia"	"54"	"2006"	"2006"	"Male"	"M"	"< 1 year"	"1"	Suppressed	10779	Suppressed
	"West Virginia"	"54"	"2006"	"2006"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	42285	Suppressed
	"West Virginia"	"54"	"2006"	"2006"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	52999	Suppressed
	"West Virginia"	"54"	"2006"	"2006"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	57586	Suppressed
	"West Virginia"	"54"	"2006"	"2006"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	61866	Suppressed
	"West Virginia"	"54"	"2006"	"2006"	"Male"	"M"	"20-24 years"	"20-24"	17	60818	27.95
	"West Virginia"	"54"	"2006"	"2006"	"Male"	"M"	"25-29 years"	"25-29"	35	56580	61.86
	"West Virginia"	"54"	"2006"	"2006"	"Male"	"M"	"30-34 years"	"30-34"	40	55103	72.59
	"West Virginia"	"54"	"2006"	"2006"	"Male"	"M"	"35-39 years"	"35-39"	74	59559	124.25
	"West Virginia"	"54"	"2006"	"2006"	"Male"	"M"	"40-44 years"	"40-44"	109	63780	170.90
	"West Virginia"	"54"	"2006"	"2006"	"Male"	"M"	"45-49 years"	"45-49"	255	69328	367.82
	"West Virginia"	"54"	"2006"	"2006"	"Male"	"M"	"50-54 years"	"50-54"	420	69860	601.20
	"West Virginia"	"54"	"2006"	"2006"	"Male"	"M"	"55-59 years"	"55-59"	675	67418	1001.22
	"West Virginia"	"54"	"2006"	"2006"	"Male"	"M"	"60-64 years "	"60-64"	800	48731	1641.67
	"West Virginia"	"54"	"2006"	"2006"	"Male"	"M"	"65-69 years"	"65-69"	924	39539	2336.93
	"West Virginia"	"54"	"2006"	"2006"	"Male"	"M"	"70-74 years"	"70-74"	921	30456	3024.03
	"West Virginia"	"54"	"2006"	"2006"	"Male"	"M"	"75-79 years"	"75-79"	828	24661	3357.53
	"West Virginia"	"54"	"2006"	"2006"	"Male"	"M"	"80-84 years"	"80-84"	567	16264	3486.23
	"West Virginia"	"54"	"2006"	"2006"	"Male"	"M"	"85+ years"	"85+"	312	9695	3218.15
	"West Virginia"	"54"	"2007"	"2007"	"Female"	"F"	"< 1 year"	"1"	Suppressed	10952	Suppressed
	"West Virginia"	"54"	"2007"	"2007"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	39989	Suppressed
	"West Virginia"	"54"	"2007"	"2007"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	50948	Suppressed
	"West Virginia"	"54"	"2007"	"2007"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	53418	Suppressed
